Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review_en
Party Supplies and Craft,KOREK API ELEKTRIK FINGERPRINT TOUCH LED SENSOR RECHARGEABLE IMPORT,Jakarta Utara,15999,4.8,3495,877,1,pesen apa dikirim apa ????????????????????????????????????????????,Negative,Anger,what is it sent ?????????????????????????????????????????????????
Party Supplies and Craft,buble wrap hitam 30cm x 50meter,Jakarta Barat,27000,5.0,5257,1336,1,bahan tipis jelek,Negative,Anger,bad material ugly
Party Supplies and Craft,BUBBLE / BUBLE / BABEL WRAP HITAM BENING TEBAL DKM+ - HITAM TEBAL,Jakarta Pusat,92000,4.9,7861,1877,1,"roll diambil 1/4. Nampak dari potongan sudah mencong mencong. Jualan yang benar, jangan hanya ingin untungnya saja",Negative,Anger,"Roll is taken 1/4.It appears from the piece already jugged.The right selling, don't just want to fortune"
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,4.8,430,1385,1,SERVICENYA BURUK BANGET!!!,Negative,Anger,The service is really bad !!!
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,4.8,430,1385,1,"PELAYANAN TERBURUK SELAMA BELANJA DI TOKOPEDIA!!!! PENGIRIMAN LAMA SEKALI!!!!Order tgl 31 Juli, barang baru tiba tgl 6 Agustus. Order saya baru dikonfirmasi dan diproses tgl 2 Agustus sedangkan estimasi barang tiba itu tgl 2 Agustus, itupun dikonfirmasi dan diproses karena saya tanya 2x ke CS. Pagi ini saya complaint ke CS kalau mereka tidak telat konfirmasi, proses dan kirim pasti order saya jg ngga akan telat, yg ada saya disuruh cek resi. SUNGGUH KETERLALUAN!!! Saya baca review �toko official� ini dan hampir semua yg kasih bad review karena masalah yang sama dengan saya. Tolong ya kepada manajemen �toko official deli stationary� benahin operasionalnya dan di training lagi CS nya biar lebih pinter lagi menanggapi customer. Ngga usah pake embel2 �toko official� kalo pelayanannya merugikan customer!",Negative,Anger,"The worst service during shopping at Tokopedia !!!!Long Delivery !!!! Order on July 31st, the new goods arrived on August 6th.My order was only confirmed and processed on August 2 while the estimated goods arrived on August 2, and even then confirmed and processed because I asked 2x to CS.This morning I complained to CS if they were not late confirmation, the process and sent my order would not be late, I was told to check the receipt.Really too much !!!I read this ""official official"" review and almost all who love the bad review because of the same problem as me.Please help with the management of the official Deli Stationary � Tembanganin operational and the CS is training again to be more clever in responding to the customer.No need to use the � official toko 'appendage if the service is detrimental to the customer!"
Party Supplies and Craft,Deli Paper Craft / Origami 400 Lembar 2 Warna Dengan Box 7481X - 150x150mm 100L,Kab. Tangerang,27000,4.8,430,1385,1,ini bukan kertas origami tapi post it,Negative,Anger,This is not origami paper but post it
Party Supplies and Craft,Maries Acrylic Colour 30ml / Cat Acrylic Maries / Cat Akrilik Maries - ROSE,Kota Bandung,10000,4.9,17100,1227,1,Gak jelas,Negative,Anger,Not clear
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,Jakarta Utara,32000,4.9,4641,2342,1,"beli brg sale, pengiriman via grabsend tapiii dimintain biaya parkir sm driver nya ANEH BGT!!!!!!",Negative,Anger,"Buy goods sale, shipping via Grab Gosend but asked for the parking fee for the Driver's Driver is really weird !!!!!!"
Party Supplies and Craft,Joyko Pensil Warna Kayu Hitam Black Wood Color Pencils Hexagonal Grip - 12Warna CP-1,Jakarta Utara,32000,4.9,4641,2342,1,"penyok2 kardusnya, kayak beli pensil warna bekas",Negative,Anger,"the cardboard dents, like buying a used color pencil"
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S023,Jakarta Utara,1498,4.9,13600,291,5,"Sudah order yg kedua disini, packingnya rapi, untuk lilin sama tulisan ulang tahun yang rentan patah dimasukkan ke dalam kardus ??pengirimannya juga cepat, semua barang yg dipesan lengkap dan kualitas bagus semua, balon2 ga ada yg bocor, lilin dan tulisan ultah nya juga ga ada yg patah. Anak bungsu saya senaaaaang sekali. Terima kasih banyak ya ??",Positive,Love,"Already the second order here, the packing is neat, for candles the same birthday writing that is vulnerable to broken inserted into a cardboard ?? The delivery is also fast, all the items ordered are complete and good quality all, the balloons are not leaking, candles and birthday writing also no one broke.My youngest child is soaaaaang.Thank you very much ??"
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S024,Jakarta Utara,1498,4.9,13600,291,5,"bagus banget, pengiriman cepat, seller ramah, tooop",Positive,Love,"Very good, fast shipping, friendly seller, tooop"
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,Jakarta Pusat,10000,5.0,1032,121,5,Bagus banget kertasnya dan sesuai deskripsi,Positive,Love,Really good paper and according to the description
Party Supplies and Craft,BALON FOIL BANDO KARAKTER MIX BANDO ANAK MOTIF HEWAN HEADBAND ANIMAL 1 - S026,Jakarta Utara,1498,4.9,13600,291,5,"BAGUSS BGTTTT SESUAII , btw aku bli yg s013 and s008",Positive,Love,"Great is appropriate, btw I'm Bali that s013 and s008"
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,Jakarta Pusat,10000,5.0,1032,121,5,cantiik kertas kadonya... packaging ok dan delivery-nya juga OK. Mantab lah dan bakal langganan di toko ini,Positive,Love,Cantiik Paper Hold ... Packaging OK and Delivery are also ok.Great and will subscribe to this shop
Party Supplies and Craft,ertas Kado Harvest / Wrapping Paper Brown Craft - Leaves,Jakarta Pusat,10000,5.0,1032,121,5,"produk ok ,sesuai pesanan,sudah langganan, pengiriman cepat, makasih store",Positive,Love,"OK products, according to orders, subscriptions, fast shipping, thanks for the store"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"proses cepat.........!!!!!!!!!top ....,.,... seller responsif.............................",Positive,Love,"Fast Process ......... !!!!!!!!! Top ...., ... ... Seller Responsive ............................."
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,jangan lupa gaes diorder toko ini,Positive,Love,jangan lupa gaes diorder toko ini
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,5,Bagusssss bangeeettttt ????????????,Positive,Love,Goodssss bangeeettttt ?????????????
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,luar biasa mantap smuanya jadi oke dari pesta saya yg sederhana sekarang jadi rame sejak order disini terima kasih seller dan tokped atas kirimannya,Positive,Love,Unbelievably good everything is okay from my simple party now so crowded since the order here thank you seller and tokped for the shipment
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,Beli disini puas banyak di lebihin. pngiriman cepat pokonya mantap ??,Positive,Love,Buy here satisfied a lot.Fast shipping is great ??
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,mantappp,Positive,Love,Mantappp
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"bagus balon2nya merekat di dinding atap. seller responsif, langsung kirim sesuai pesanan, pagi pesen siang sampai bahkan pesanan ada yg dilebihin.",Positive,Love,"Good balloons stick to the roof wall.Responsive Seller, send it directly according to the order, in the morning order the afternoon until even the order is exerted."
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,"mantabbbb, barang bagus dan berkuslitass.. topp dahhh",Positive,Love,"mantabbbb, good stuff and discharge .. topp dahhh"
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,mantaaaaaaaaaaap produk original... pokoknya recomended seller,Positive,Love,mantaaaaaaaaaaap original product ... just recommended seller
Party Supplies and Craft,Kardus untuk keamanan packing,Kota Surabaya,1030,4.8,8490,3864,5,mmmaaaannnnttttaaapppp.....,Positive,Love,mmmm aaaa nnnn tttt aaaa pppp .....
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"Pakai Lem ini hati�. Pastikan penataannya balon sebelum dipasang, kalau nda ga bisa dicabut. bisa dicabut tp resiko pecah. MANTUL tingkat kerekatannya...",Positive,Love,"Use this glue liver�.Make sure the storage is the balloon before it is installed, if you can't be pulled out.can be revoked but the risk of rupture.Mantul the level of closeness ..."
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??",Positive,Love,"Very satisfied, the error is in the courier & want to use a gercep, the seller is really a response & both find a solution.Re -order & not stingy, some are given a little extra ... thanks sis.Jaya is always the shop ??"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,Mantul langsung nempel,Positive,Love,Mantul immediately stuck
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,tokonya terbaik sii ini mah... udh 4x order disini setiap anak ultah selalu pesen printilannya disini.. skg anak ke 2 ultah pun belinya disini. mantap,Positive,Love,"The best shop is, this is ... already 4x orders here every birthday child always ordered his prints here ... now the 2nd birthday child is buying here.Excellent"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"Fastresp banget, ramah juga, pengirimannya gercep banget, lv. Ada y dikaskh lebih jga dong balonnya. Belum di pompa sih smg gaada yg bocor??",Positive,Love,"FASTRESP Very, friendly too, the delivery is really gestures, LV.There is a more balloon in the case.Not yet pumping, isn't there a leaky one ??"
Party Supplies and Craft,PAKET properti foto / set aestetik photo produk / props foto SAF,Kota Tangerang Selatan,32725,4.9,280,103,5,sukaaaaaaaaaaaaaaa dan lucuuuuuu,Positive,Love,likeaaaaaaaaaaaaa and funnyuuuuu
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,"thanks,barangnya bagus bgt dan packingnya rapi,tekomended??????????",Positive,Love,"thanks,barangnya bagus bgt dan packingnya rapi,tekomended??????????"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,"paking rapih banget sama berlapis2 ??. pengiriman cepat,barang pas 40pcs. mantulllllllllllll langganan ini mah. nanti malem takbiran pesen lagi ??.",Positive,Love,"Packing is very neat and layered ??Fast shipping, 40 pcs fitting items.mantullllllllllllll this subscription.Later, evening takbiran order again ??"
Party Supplies and Craft,HARGA GROSIR KEMBANG API ROMAN CANDLE 8 SHOTS 0.8' (SATUAN)!!,Kota Bekasi,13500,4.9,19600,1410,5,"mantaaaappp,sudah tersumet dengan sempurna",Positive,Love,"mantaaaappp, already announced perfectly"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"PUAS BANGET, SEMPET ERROR DI KURIR & MAU PAKE GERCEP, SELLER NYA RESPON BGT & SAMA2 CARI SOLUSI. ORDER ULANG & GA PELIT, ADA YG DIKASIH TAMBAHAN DIKIT2.. MAKASI YA KAK. JAYA SELALU TOKONYA ??",Positive,Love,"Very satisfied, the error is in the courier & want to use a gercep, the seller is really a response & both find a solution.Re -order & not stingy, some are given a little extra ... thanks sis.Jaya is always the shop ??"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"SANGAT REKOMENDED , PACKING BUBBLE WARP BANYAK MESKIPUN ORDER SEHARGA CEBANN , NICEEE",Positive,Love,"Very recommended, Bubble Wrap packing is a lot even though the order is for Ceban, Niceee"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Keren banget pelayanannya. Cuman beli lilin ajah servicenya bagus dan super cepat. Pesan pagi eeeh siang dah tiba!,Positive,Love,"Really cool service.Just buy a candle, the service is good and super fast.Order the morning eeeh afternoon and have arrived!"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,cuco meong pokoknya????????,Positive,Love,Cuco meong anyway ????????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Top Bgt ????????????????????????????????????????????,Positive,Love,Top really ?????????????????????????????????????????????????
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"bagus banget lilinnya,kata kakak ini lilinnya sultan",Positive,Love,"really good candle, said this sister's candle sultan"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,Puas banget!!! Sellernya fast respon banget. Alhamdulillah butuh lilin hari ini juga dikirim hari yg sama. Nanti anak ku ultah beli perlengkapannga disini InsyaAllah,Positive,Love,"Very satisfied !!!The seller is very fast response.Alhamdulillah, you need a candle today to be sent the same day.Later my child is birthday to buy equipment here, God willing"
Party Supplies and Craft,lilin angka gold / Lilin Ultah emas / Lilin Angka ulang tahun gold - tiga,Jakarta Utara,5000,4.9,30400,2224,5,"TERIMAKASIH BANYAK UNTUK TOKO INI... saya kelupaan beli lilin ultah... jadi baru hari H-1 acara... syukur Puji Tuhan lilin bisa sampai tepat waktu, padahal dikirim keluar kota....",Positive,Love,"Thank you very much for this shop ... I forget to buy a birthday candle ... so it's only day D-1 event ... Thank God, Praise God Candle can arrive on time, even though it is sent out of town ..."
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"Wow designnya bagus banget! ?????? pengiriman cepat, kualitas bagussss banget! Bisa di scan juga dan ini beneran mirip kartu uno asli ?? mudah2an ga ketukar ya ?? kayaknya bakal repeat order pakai design lain deh ???? thanks seller!",Positive,Love,"Wow the design is really good!??????Fast shipping, really good quality!Can you scan too and this really resembles the original uno card ??Hopefully it can't be exchanged huh ??I think it will repeat the order using another design ????Thanks Seller!"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"Cakep bangetttt, mulus, sesuai ekspektasi.. Thank you ya",Positive,Love,"Really handsome, smooth, according to expectations ... thank you"
Party Supplies and Craft,Lem Balon / Perekat Balon / Ballon Glue,Jakarta Utara,4900,4.9,19400,3248,5,"penjual ok, barang nya bagus, dan kurirnya pun juara. mantap deh. sukses terus ya kaaa",Positive,Love,"OK seller, the goods are good, and the courier is champion.great.keep success"
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,Jakarta Barat,60000,4.9,12100,3273,5,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,Love,"great package has arrived, thanks, bro. always successful, bro ???????????"
